"","MSZoning","LotArea","Street","LotShape","Condition1","Condition2","OverallQual","OverallCond","RoofMatl","MasVnrType","MasVnrArea","ExterQual","ExterCond","Foundation","BsmtFinSF1","BsmtFinSF2","BsmtUnfSF","HeatingQC","stFlrS1","stFlrS2","GarageCars","GarageQual","GarageCond","WoodDeckSF","ScreenPorch","PoolArea","Fence","SaleCondition","SalePrice"
"518","RM",6155,"Pave","IR1","RR","Feedr",6,8,"CompShg","None",0,"TA","TA","Others",0,0,611,"Ex",751,611,2,"TA","Fa",0,0,0,"None","Normal",11.7597855429018
"519","RL",9056,"Pave","IR1","Norm","Norm",8,5,"CompShg","None",0,"Gd","TA","PConc",0,0,707,"Ex",707,707,2,"TA","TA",100,0,0,"None","Normal",12.0895388292742
"520","RL",7000,"Pave","Reg","Norm","Norm",5,7,"CompShg","None",0,"TA","TA","Others",969,0,148,"TA",820,527,0,"None","None",85,0,0,"None","Normal",11.5852461265499
"521","RL",8924,"Pave","IR1","Norm","Norm",7,5,"CompShg","None",0,"TA","TA","PConc",0,0,880,"Ex",880,844,2,"TA","TA",120,0,0,"None","Normal",12.1441972418121
"522","RL",12735,"Pave","IR1","Norm","Norm",4,5,"CompShg","None",0,"TA","TA","Others",600,0,264,"TA",864,0,2,"TA","TA",216,0,0,"MnWw","Normal",11.6195352000285
"523","RL",11553,"Pave","IR1","Norm","Norm",5,5,"CompShg","BrkFace",188,"TA","TA","Others",673,0,378,"TA",1159,0,1,"TA","TA",466,0,0,"None","Normal",11.9703503120091
"524","RL",11423,"Pave","Reg","Norm","Norm",8,5,"CompShg","BrkFace",479,"Gd","TA","PConc",1358,0,223,"Ex",1601,0,2,"TA","TA",180,0,0,"MnPrv","Normal",12.5135573452781
"525","RL",14601,"Pave","Reg","Norm","Norm",9,5,"CompShg","BrkFace",584,"Ex","TA","PConc",1260,0,578,"Ex",1838,0,3,"TA","TA",270,0,0,"None","Normal",12.6603279178078
"526","RL",11000,"Pave","Reg","Norm","Norm",8,5,"CompShg","BrkFace",72,"Gd","TA","PConc",0,0,969,"Ex",997,1288,3,"TA","TA",0,0,0,"None","Normal",12.4211840251471
"527","RL",10140,"Pave","Reg","RR","Norm",7,5,"CompShg","None",0,"Gd","TA","PConc",144,1127,379,"Ex",1680,0,2,"TA","TA",78,0,0,"None","Normal",12.2702204653539
"528","RH",4058,"Pave","Reg","Norm","Norm",7,5,"CompShg","BrkFace",182,"TA","TA","PConc",584,139,0,"Ex",767,0,1,"TA","TA",120,0,0,"None","Normal",11.7981044072039
"529","RL",17104,"Pave","IR1","Norm","Norm",7,5,"CompShg","None",0,"Gd","TA","PConc",554,0,100,"Ex",664,832,2,"TA","TA",100,0,0,"None","Partial",12.0988492847421
"530","RL",13837,"Pave","IR1","Norm","Norm",7,5,"CompShg","BrkFace",178,"Gd","Gd","PConc",1002,202,0,"Gd",1377,806,3,"TA","TA",0,0,0,"None","Normal",12.3414772825364
"531","RL",8737,"Pave","IR1","Norm","Norm",6,7,"CompShg","None",0,"TA","TA","Others",300,0,765,"Ex",915,720,2,"TA","TA",0,0,0,"None","Normal",12.2548628096996
"532","RL",7244,"Pave","Reg","Norm","Norm",5,7,"CompShg","None",0,"TA","Gd","Others",619,0,149,"Ex",768,0,2,"TA","TA",104,0,0,"None","Normal",11.7714361601217
"533","RM",8235,"Pave","IR1","RR","RR",5,7,"CompShg","None",0,"TA","Gd","Others",180,645,0,"TA",825,0,2,"TA","TA",140,0,0,"MnPrv","Normal",11.7360690162844
"534","FV",9375,"Pave","Reg","Norm","Norm",7,5,"CompShg","None",0,"Gd","TA","PConc",0,0,912,"Ex",912,1182,2,"TA","TA",182,0,0,"None","Normal",12.4799093111599
"535","RL",4043,"Pave","Reg","Norm","Norm",6,6,"CompShg","None",0,"TA","TA","Others",559,0,510,"TA",1069,0,2,"TA","TA",0,200,0,"None","Abnorml",11.8493977015914
"536","RM",6000,"Pave","Reg","Norm","Norm",5,6,"CompShg","None",0,"TA","TA","Others",308,0,620,"Gd",928,0,1,"TA","TA",0,0,0,"None","Normal",11.6307085006266
"537","RL",11146,"Pave","IR1","Norm","Norm",8,5,"CompShg","Stone",250,"Gd","TA","PConc",0,0,1709,"Ex",1717,0,3,"TA","TA",169,0,0,"None","Normal",12.4509776886259
"538","RL",10625,"Pave","Reg","Norm","Norm",7,5,"CompShg","BrkFace",292,"Gd","TA","PConc",866,0,132,"Ex",1006,1040,3,"TA","TA",320,0,0,"None","Normal",12.5567295171433
"539","RM",6380,"Pave","Reg","Norm","Norm",5,6,"CompShg","None",0,"TA","TA","Others",0,0,993,"TA",1048,0,1,"TA","TA",0,0,0,"None","Normal",11.6351430976945
"540","RL",14850,"Pave","IR1","Norm","Norm",5,5,"CompShg","None",0,"TA","TA","Others",895,0,197,"TA",1092,0,1,"TA","TA",268,122,0,"MnWw","Normal",11.8565151693603
"541","C (all)",11040,"Pave","Reg","Norm","Norm",4,6,"CompShg","None",0,"TA","TA","Others",637,0,0,"Gd",897,439,1,"TA","TA",0,0,0,"None","Normal",11.5898865061064
"542","RL",21872,"Pave","IR2","Norm","Norm",7,5,"CompShg","None",0,"TA","TA","PConc",604,0,125,"Ex",729,717,2,"TA","TA",264,0,0,"None","Normal",12.0725412529057
"543","RL",3196,"Pave","Reg","Norm","Norm",7,5,"CompShg","BrkFace",18,"Gd","TA","PConc",0,0,1374,"Ex",1557,0,2,"TA","TA",143,0,0,"None","Normal",12.3630763943398
"544","RL",11341,"Pave","IR1","Norm","Norm",5,6,"CompShg","BrkFace",180,"TA","TA","Others",1302,0,90,"TA",1392,0,2,"TA","TA",0,95,0,"None","Normal",11.7076695417627
"545","RL",10010,"Pave","Reg","Norm","Norm",5,5,"CompShg","None",0,"TA","TA","Others",1071,123,195,"Gd",1389,0,2,"TA","TA",240,0,0,"None","Normal",12.0435537160324
"546","RL",13907,"Pave","Reg","Norm","Norm",5,6,"CompShg","None",0,"TA","TA","Others",290,0,706,"Ex",996,0,0,"None","None",144,0,0,"None","Normal",11.5898865061064
"547","RL",21780,"Pave","Reg","Norm","Norm",6,7,"CompShg","None",0,"TA","TA","Others",0,0,1163,"Ex",1163,511,2,"TA","TA",72,144,0,"None","Normal",12.1281111040605
"548","RL",13346,"Pave","IR1","Norm","Norm",7,5,"CompShg","None",0,"Gd","TA","PConc",728,0,367,"Ex",1166,1129,2,"TA","TA",0,0,0,"None","Normal",12.498742259493
"549","RL",6858,"Pave","Reg","Norm","Norm",6,4,"CompShg","None",0,"TA","TA","PConc",0,0,806,"TA",841,806,1,"TA","TA",0,0,0,"None","Normal",11.7597855429018
"550","RL",11198,"Pave","IR1","Norm","Norm",9,5,"CompShg","BrkFace",245,"Gd","TA","PConc",0,0,1122,"Ex",1134,1370,3,"TA","TA",144,0,0,"None","Normal",12.6915804613119
"551","RL",10171,"Pave","IR1","Norm","Norm",7,5,"CompShg","BrkFace",168,"Gd","TA","PConc",2,0,1515,"Ex",1535,0,2,"TA","TA",0,0,0,"None","Normal",12.273731294004
"552","RL",12327,"Pave","IR1","Norm","Norm",8,8,"CompShg","None",0,"Gd","TA","Others",1441,0,55,"Ex",1496,636,2,"Gd","TA",349,0,0,"None","Normal",12.665394426429
"553","RL",7032,"Pave","IR1","Norm","Norm",5,5,"CompShg","None",0,"TA","TA","Others",943,0,0,"TA",943,0,2,"TA","TA",42,0,0,"None","Normal",11.8201160038101
"554","RL",13101,"Pave","IR1","Norm","Norm",5,5,"CompShg","BrkFace",108,"TA","TA","Others",231,0,1497,"TA",1728,0,2,"TA","TA",0,0,0,"None","Normal",11.8677987869623
"555","RL",7332,"Pave","Reg","Norm","Norm",6,6,"CompShg","BrkFace",207,"TA","TA","Others",414,0,450,"Ex",864,0,1,"TA","TA",168,0,0,"None","Abnorml",11.6952470217642
"556","RL",13159,"Pave","IR1","Norm","Norm",7,5,"CompShg","None",0,"TA","TA","PConc",0,0,846,"Gd",846,846,2,"TA","TA",208,0,0,"None","Partial",12.3216309861644
"557","RL",9967,"Pave","IR1","Norm","Norm",7,5,"CompShg","None",0,"TA","TA","PConc",0,0,384,"Ex",774,656,2,"TA","TA",100,0,0,"None","Normal",12.0435537160324
"558","RL",10500,"Pave","Reg","Norm","Norm",5,7,"CompShg","BrkFace",82,"TA","TA","Others",349,0,23,"TA",576,533,1,"TA","TA",35,0,0,"GdWo","Normal",11.8422292121128
"559","RL",8480,"Pave","Reg","Norm","Norm",5,5,"CompShg","None",0,"TA","TA","Others",442,0,390,"TA",832,384,1,"TA","TA",158,0,0,"None","Abnorml",11.6826682395573
"560","RL",6292,"Pave","Reg","Norm","Norm",7,7,"CompShg","None",0,"TA","TA","Others",0,0,861,"Gd",877,600,1,"TA","TA",0,0,0,"None","Normal",11.8844890214027
"561","RL",11777,"Pave","IR1","Norm","Norm",5,6,"CompShg","BrkFace",97,"TA","TA","Others",328,551,285,"Ex",1320,0,2,"TA","TA",160,0,0,"None","Abnorml",12.0106658491876
"562","FV",3604,"Pave","Reg","Norm","Norm",7,5,"CompShg","None",0,"Gd","TA","PConc",0,0,689,"Ex",703,689,2,"TA","TA",0,0,0,"None","Abnorml",11.8913619006905
"563","RM",12150,"Pave","Reg","Norm","Norm",5,5,"CompShg","BrkFace",335,"TA","TA","Others",0,0,1050,"Ex",1050,745,1,"Fa","TA",0,0,0,"None","Normal",11.7867621306
"564","RL",14585,"Pave","IR1","Norm","Norm",6,6,"CompShg","BrkFace",85,"TA","TA","Others",594,219,331,"Ex",1429,0,2,"TA","TA",216,0,0,"None","Normal",12.1112123645062
"565","RL",12704,"Pave","Reg","Norm","Norm",8,5,"CompShg","BrkFace",306,"Ex","TA","PConc",0,0,2042,"Ex",2042,0,3,"TA","TA",0,0,0,"None","Partial",12.4423022003927
"566","RL",11841,"Grvl","Reg","Norm","Norm",6,5,"CompShg","BrkFace",104,"TA","Gd","Others",816,0,0,"TA",816,0,0,"None","None",0,0,0,"None","Normal",11.6826682395573
"567","RM",13500,"Pave","Reg","Artery","Pos",10,9,"CompShg","None",0,"Ex","Ex","Others",0,0,1237,"Gd",1521,1254,2,"Gd","TA",105,0,0,"None","Normal",12.6915804613119
"568","RM",6120,"Pave","Reg","Norm","Norm",4,7,"CompShg","None",0,"TA","TA","Others",0,0,884,"Ex",989,584,1,"TA","TA",0,120,0,"None","Normal",11.7981044072039
"569","RL",11443,"Pave","Reg","Norm","Norm",8,5,"CompShg","BrkFace",208,"Gd","TA","PConc",1460,0,408,"Ex",2028,0,3,"TA","TA",326,0,0,"None","Partial",12.8209879778205
"570","RL",10267,"Pave","Reg","RR","Norm",6,7,"CompShg","None",0,"TA","Gd","Others",210,606,0,"Ex",838,0,1,"TA","TA",0,0,0,"MnWw","Normal",11.7752897294377
"571","RL",8740,"Pave","IR1","Norm","Norm",5,6,"CompShg","None",0,"TA","TA","Others",672,0,168,"TA",860,0,2,"TA","TA",0,0,0,"None","Normal",11.8277362048103
"572","RL",25095,"Pave","IR1","Norm","Norm",5,8,"Others","None",0,"TA","TA","Others",1324,0,113,"Ex",1473,0,1,"TA","TA",0,60,0,"None","Partial",11.870599909242
"573","RM",9100,"Pave","Reg","RR","Feedr",5,6,"CompShg","None",0,"TA","TA","Others",0,0,742,"TA",779,0,1,"TA","TA",0,0,0,"None","Normal",11.2835123006424
"574","RL",8320,"Pave","Reg","Norm","Norm",7,5,"CompShg","None",0,"Gd","TA","PConc",490,0,280,"Ex",770,812,2,"TA","TA",0,0,0,"None","Normal",12.1329641737095
"575","RL",13478,"Pave","IR1","Norm","Norm",10,5,"CompShg","Stone",420,"Ex","TA","PConc",1338,0,384,"Ex",1728,568,3,"TA","TA",382,0,0,"None","Normal",13.0213268332266
"576","RL",6600,"Pave","Reg","Norm","Norm",5,8,"CompShg","None",0,"TA","Gd","PConc",816,0,0,"Ex",816,0,2,"TA","TA",0,0,0,"None","Normal",11.8350089641393
"577","RM",4435,"Pave","Reg","Norm","Norm",6,5,"CompShg","BrkFace",170,"Gd","TA","PConc",685,0,163,"Ex",848,0,2,"TA","TA",140,0,0,"None","Normal",11.8493977015914
"578","RL",7990,"Pave","IR1","Norm","Norm",5,6,"CompShg","None",0,"TA","TA","Others",0,0,924,"TA",924,0,1,"TA","TA",0,0,0,"MnPrv","Normal",11.6082356447746
"579","RL",11302,"Pave","IR1","Norm","Norm",8,5,"CompShg","BrkFace",238,"Gd","TA","PConc",1422,0,392,"Ex",1826,0,3,"TA","TA",180,120,0,"None","Partial",12.672946381767
"580","RM",3600,"Pave","Reg","Norm","Norm",6,7,"CompShg","None",0,"TA","TA","Others",0,0,684,"Ex",684,684,1,"TA","Fa",0,0,0,"None","Normal",11.6483650358641
"581","RL",3922,"Pave","Reg","Norm","Norm",7,5,"CompShg","BrkFace",72,"Gd","TA","PConc",0,0,1258,"Ex",1402,0,3,"TA","TA",120,0,0,"None","Partial",12.1766489841567
"582","RL",12984,"Pave","Reg","Norm","Norm",5,6,"CompShg","BrkFace",459,"TA","TA","Others",1283,147,0,"Ex",1647,0,2,"TA","TA",0,0,0,"None","Normal",12.2899541295109
"583","RM",1950,"Pave","Reg","Norm","Norm",6,6,"CompShg","None",0,"TA","Gd","Others",81,612,23,"TA",716,840,2,"TA","TA",161,0,0,"GdPrv","Normal",11.9250351157971
"584","RL",10927,"Pave","Reg","Norm","Norm",8,5,"CompShg","BrkFace",280,"Gd","TA","PConc",546,0,512,"Ex",1058,846,2,"TA","TA",179,0,0,"None","Normal",12.5245263766487
"585","RM",9000,"Pave","Reg","Norm","Norm",6,6,"CompShg","None",0,"TA","Gd","PConc",0,0,780,"TA",780,595,1,"TA","TA",0,126,0,"None","Normal",11.8565151693603
"586","RL",10041,"Pave","IR1","Norm","Norm",8,5,"CompShg","None",0,"Gd","TA","PConc",789,0,119,"Ex",927,988,2,"TA","TA",120,0,0,"None","Abnorml",12.3013828253345
"587","FV",3182,"Pave","Reg","Norm","Norm",7,5,"CompShg","None",0,"Gd","TA","PConc",0,0,600,"Ex",600,600,2,"TA","TA",0,0,0,"None","Normal",11.9250351157971
"588","RL",12803,"Pave","IR1","Norm","Norm",7,5,"CompShg","BrkFace",99,"Gd","TA","PConc",922,0,572,"Ex",1494,0,2,"TA","TA",192,0,0,"None","Normal",12.3059179804999
"589","RL",13600,"Pave","Reg","Norm","Norm",7,6,"CompShg","BrkFace",176,"TA","TA","Others",454,0,314,"TA",1186,800,2,"TA","TA",0,189,0,"None","Normal",12.2307652581205
"590","RL",12464,"Pave","IR2","Norm","Norm",5,5,"CompShg","None",0,"TA","Gd","PConc",732,0,308,"Gd",1040,0,2,"TA","TA",168,0,0,"GdPrv","Normal",11.9316357998284
"591","RL",7800,"Pave","Reg","Norm","Norm",5,8,"CompShg","None",0,"TA","Gd","Others",603,0,293,"Ex",1112,896,1,"TA","TA",103,0,0,"None","Normal",12.3238556811866
"592","RL",12168,"Pave","Reg","Norm","Norm",8,6,"CompShg","None",0,"TA","TA","PConc",428,0,537,"TA",1940,1254,2,"TA","TA",0,0,0,"None","Alloca",12.7913561802142
"593","RL",7943,"Pave","Reg","Feedr","Norm",4,5,"CompShg","BrkCmn",192,"TA","Fa","Others",903,0,126,"Gd",1029,0,1,"TA","TA",64,0,0,"None","Normal",11.6826682395573
"594","RL",11050,"Pave","Reg","Pos","Pos",9,5,"CompShg","BrkFace",204,"Gd","TA","PConc",904,0,536,"Ex",1476,677,3,"TA","TA",253,0,0,"None","Normal",12.6539584695223
"595","RL",10395,"Pave","IR1","Norm","Norm",6,6,"CompShg","BrkFace",233,"TA","TA","Others",605,0,427,"TA",1032,0,2,"TA","TA",0,0,0,"MnPrv","Normal",11.9049675527463
"596","RL",11885,"Pave","Reg","Norm","Norm",8,5,"CompShg","BrkFace",108,"Gd","TA","PConc",990,0,309,"Ex",1299,573,2,"TA","TA",160,0,0,"None","Normal",12.4741895624871
"597","RL",8402,"Pave","Reg","Feedr","Norm",5,5,"CompShg","None",0,"TA","TA","PConc",206,0,914,"Ex",1120,0,0,"None","None",0,0,0,"None","Partial",11.8981878657609
"598","RM",1491,"Pave","Reg","Norm","Norm",4,6,"CompShg","None",0,"TA","TA","Others",150,480,0,"Ex",630,0,0,"None","None",96,0,0,"None","Normal",11.2318879352371
"599","RL",8800,"Pave","Reg","Feedr","Norm",6,7,"CompShg","BrkFace",156,"TA","Gd","PConc",763,0,173,"Ex",1054,0,2,"TA","TA",120,0,0,"MnPrv","Abnorml",11.8313791960888
"600","RL",7861,"Pave","IR1","Norm","Norm",6,5,"CompShg","None",0,"Gd","TA","PConc",457,0,326,"Ex",807,702,2,"TA","TA",100,0,0,"None","Normal",12.1183337312222
"601","RL",7227,"Pave","Reg","Artery","Norm",6,6,"CompShg","None",0,"TA","TA","Others",0,0,832,"Gd",832,0,2,"TA","TA",0,0,0,"None","Normal",11.5664662318983
"602","RL",11694,"Pave","Reg","Norm","Norm",9,5,"CompShg","BrkFace",452,"Ex","TA","PConc",48,0,1774,"Ex",1828,0,3,"TA","TA",0,260,0,"None","Partial",12.6597340907337
"603","RL",12244,"Pave","Reg","Norm","Norm",8,5,"CompShg","Stone",226,"Gd","TA","PConc",871,0,611,"Ex",1482,780,3,"TA","TA",168,0,0,"None","Normal",12.6280670555895
"604","RL",8248,"Pave","Reg","Norm","Norm",3,3,"CompShg","None",0,"TA","TA","Others",41,0,823,"TA",864,0,0,"None","None",0,0,0,"None","Normal",11.1124478983731
"605","RL",10800,"Pave","Reg","Norm","Norm",6,7,"CompShg","None",0,"TA","TA","Others",956,182,384,"TA",1548,1066,2,"TA","TA",38,0,0,"None","Normal",12.3883942023241
"606","RL",7064,"Pave","Reg","Norm","Norm",5,6,"CompShg","BrkFace",153,"TA","TA","Others",560,0,420,"TA",980,0,2,"TA","TA",192,0,0,"None","Normal",11.8130300574206
"607","FV",2117,"Pave","Reg","Norm","Norm",6,5,"CompShg","BrkFace",513,"Gd","TA","PConc",420,0,336,"Ex",756,756,2,"TA","TA",0,0,0,"None","Normal",12.0346910287746
"608","RL",10400,"Pave","Reg","Norm","Norm",6,5,"CompShg","None",288,"TA","TA","Others",247,0,485,"Gd",1012,778,2,"TA","TA",148,147,0,"None","Normal",12.0146094308189
"609","RL",10000,"Pave","IR1","Norm","Norm",6,6,"CompShg","BrkFace",261,"TA","TA","Others",0,0,1116,"TA",1116,0,2,"TA","TA",0,385,0,"None","Normal",11.982929094216
"610","RL",12342,"Pave","IR1","Norm","Norm",5,5,"CompShg","None",0,"TA","TA","Others",0,0,978,"TA",1422,0,1,"TA","TA",0,0,0,"GdWo","Normal",11.8486831606536
"611","RL",9600,"Pave","Reg","Norm","Norm",6,6,"CompShg","BrkFace",164,"TA","TA","Others",674,132,350,"Ex",1520,0,1,"TA","TA",0,0,0,"None","Normal",11.9381932003746
"612","RL",11606,"Pave","IR1","Norm","Norm",5,5,"CompShg","BrkFace",192,"TA","TA","PConc",650,0,390,"TA",1040,1040,2,"TA","TA",335,0,0,"None","Family",11.8130300574206
"613","RL",9020,"Pave","Reg","Feedr","Norm",6,5,"Others","BrkFace",259,"TA","TA","Others",624,336,288,"TA",1350,0,2,"TA","TA",176,0,0,"GdPrv","Normal",12.0346910287746
"614","RM",9000,"Pave","Reg","Artery","Norm",5,6,"CompShg","None",0,"TA","TA","Others",0,0,636,"TA",1089,661,1,"Fa","Po",0,0,0,"MnPrv","Abnorml",11.7280368445872
"615","RL",4590,"Pave","Reg","Norm","Norm",8,5,"CompShg","Stone",108,"Gd","TA","PConc",24,0,1530,"Ex",1554,0,2,"TA","TA",156,0,0,"None","Normal",12.2524790183443
"616","RL",11900,"Pave","Reg","Norm","Norm",7,5,"CompShg","BrkFace",209,"TA","Gd","Others",822,0,564,"TA",1411,0,2,"TA","TA",192,0,0,"None","Family",11.3205535723228
"617","RL",9250,"Pave","Reg","Norm","Norm",5,7,"CompShg","None",0,"TA","TA","Others",480,468,108,"TA",1056,0,1,"TA","TA",390,0,0,"None","Normal",11.8451027773086
"618","RL",6979,"Pave","Reg","Norm","Norm",6,5,"CompShg","None",0,"TA","TA","Others",1056,0,0,"Gd",1056,0,2,"TA","TA",264,0,0,"GdPrv","Normal",11.8775685785581
"619","RH",10896,"Pave","Reg","Feedr","Norm",6,7,"CompShg","None",0,"Fa","TA","Others",256,0,1184,"Ex",1440,1440,0,"None","None",0,0,0,"None","Abnorml",12.2060726455302
"620","RM",6120,"Pave","Reg","Norm","Norm",2,3,"CompShg","None",0,"Fa","Fa","Others",0,0,264,"Fa",800,0,0,"None","None",0,0,0,"None","Normal",11.0020998412042
"621","RM",6000,"Pave","Reg","Norm","Norm",5,4,"CompShg","None",0,"TA","TA","Others",0,0,811,"TA",811,576,1,"TA","TA",0,0,0,"None","Normal",11.4403547721354
"622","RL",8777,"Pave","Reg","Feedr","Norm",5,7,"CompShg","None",0,"TA","TA","Others",0,0,796,"Gd",796,0,0,"None","None",328,0,0,"MnPrv","Normal",11.3504065354725
"623","RL",3982,"Pave","Reg","Norm","Norm",8,5,"CompShg","None",0,"Gd","TA","PConc",1154,0,366,"Ex",1567,0,3,"TA","TA",312,0,0,"None","Partial",12.4858271275094
"624","RL",12677,"Pave","IR1","Norm","Norm",8,5,"CompShg","BrkFace",472,"Ex","TA","PConc",1218,0,300,"Ex",1518,0,2,"TA","TA",185,0,0,"None","Normal",12.5208833853702
"625","FV",7050,"Pave","Reg","Norm","Norm",7,5,"CompShg","None",0,"Gd","TA","PConc",738,0,319,"Ex",1057,872,2,"TA","TA",0,0,0,"None","Normal",12.3282902782544
"626","RL",13860,"Pave","Reg","Norm","Norm",8,7,"CompShg","None",0,"Gd","TA","Others",1410,0,542,"Gd",2000,704,2,"TA","TA",269,0,0,"MnPrv","Normal",12.7512996960135
"627","RL",10793,"Pave","Reg","RR","Norm",5,5,"CompShg","BrkFace",263,"TA","TA","Others",493,287,0,"Ex",780,840,2,"TA","TA",208,0,0,"GdWo","Normal",11.9316357998284
"628","FV",9187,"Pave","Reg","Norm","Norm",9,5,"CompShg","Stone",162,"Ex","TA","PConc",1121,0,645,"Ex",1766,0,3,"TA","TA",195,0,0,"None","Partial",12.8236284465392
"629","RL",10530,"Pave","IR1","Norm","Norm",6,5,"CompShg","None",0,"TA","TA","Others",282,35,664,"TA",981,0,2,"TA","TA",0,0,0,"None","Normal",11.872346634577
"630","RL",10452,"Pave","IR1","Norm","Norm",6,5,"CompShg","Stone",216,"TA","TA","Others",500,0,594,"Ex",1094,0,2,"TA","TA",0,287,0,"None","Normal",11.9511803959014
"631","RL",7700,"Pave","Reg","Pos","Pos",6,5,"CompShg","BrkFace",351,"TA","TA","Others",0,0,756,"TA",1051,788,2,"TA","TA",0,0,0,"None","Normal",11.9511803959014
"632","RM",1936,"Pave","Reg","Norm","Norm",4,6,"CompShg","None",0,"TA","TA","Others",131,499,0,"Gd",630,0,0,"None","None",0,0,0,"MnPrv","Normal",11.3445068133453
"633","FV",8125,"Pave","Reg","Norm","Norm",7,6,"CompShg","None",0,"Gd","TA","PConc",0,0,813,"Ex",822,843,2,"TA","TA",0,0,0,"None","Normal",12.2353886998642
"634","RL",9084,"Pave","Reg","Artery","Norm",4,5,"CompShg","None",0,"TA","TA","Others",0,0,755,"TA",755,755,1,"Fa","Po",120,0,0,"MnPrv","Normal",11.5898865061064
"635","RL",8750,"Pave","Reg","Norm","Norm",7,5,"CompShg","None",0,"Gd","TA","PConc",0,0,880,"Ex",909,807,2,"TA","TA",0,0,0,"None","Normal",12.1600287070288
"636","RM",10320,"Pave","Reg","Norm","Norm",6,7,"CompShg","None",0,"TA","TA","Others",0,0,756,"Ex",756,713,1,"TA","TA",57,0,0,"MnPrv","Normal",11.8130300574206
"637","RL",10437,"Pave","IR1","Norm","Norm",8,6,"CompShg","BrkFace",660,"Gd","Gd","PConc",1696,0,413,"Ex",2113,0,3,"TA","TA",236,0,0,"None","Normal",12.7656884334656
"638","RM",1680,"Pave","Reg","Norm","Norm",6,5,"CompShg","BrkFace",381,"TA","TA","Others",0,0,525,"TA",525,567,1,"TA","TA",0,0,0,"None","Family",11.3850920934603
"639","RL",10007,"Pave","IR1","Norm","Norm",5,7,"CompShg","BrkFace",54,"Gd","TA","Others",806,0,247,"Ex",1053,0,1,"TA","TA",0,0,0,"MnPrv","Normal",11.8879313655937
"640","RL",7200,"Pave","Reg","Norm","Norm",7,6,"CompShg","None",0,"TA","Fa","Others",0,0,776,"TA",851,651,1,"TA","TA",0,0,0,"MnPrv","Normal",11.9117015849276
"641","RL",17503,"Pave","Reg","Artery","Norm",6,5,"CompShg","None",0,"TA","TA","Others",0,0,912,"TA",912,546,1,"TA","TA",192,0,0,"None","Abnorml",11.4876076569859
"642","RL",9937,"Pave","Reg","Norm","Norm",5,7,"CompShg","None",0,"TA","Gd","PConc",637,0,849,"Ex",1486,0,2,"TA","TA",0,0,0,"MnPrv","Normal",12.0257490913989
"643","RL",12384,"Pave","Reg","Norm","Norm",7,7,"CompShg","BrkFace",233,"TA","TA","Others",0,0,793,"TA",1142,793,2,"TA","TA",0,0,0,"None","Normal",12.1955171315907
"644","RL",46589,"Pave","IR2","Norm","Norm",8,7,"CompShg","BrkFace",528,"Gd","TA","PConc",1361,180,88,"Ex",1686,762,3,"TA","TA",517,0,0,"None","Normal",12.9042073676012
"645","RL",13560,"Pave","Reg","Norm","Norm",6,3,"CompShg","BrkFace",216,"TA","TA","Others",0,0,1392,"Gd",1392,0,2,"TA","TA",0,0,0,"None","Normal",11.6082356447746
"646","RL",10012,"Pave","Reg","Norm","Norm",4,5,"CompShg","None",0,"TA","TA","Others",920,180,38,"TA",1181,0,2,"TA","TA",0,0,0,"MnPrv","Normal",11.8313791960888
"647","RL",20896,"Pave","IR2","RR","Norm",8,5,"CompShg","None",0,"Gd","TA","PConc",1721,0,356,"Ex",2097,0,3,"TA","TA",192,0,0,"None","Partial",12.9551274580284
"648","RL",11194,"Pave","IR1","Norm","Norm",8,5,"CompShg","BrkFace",40,"Gd","TA","PConc",0,0,1406,"Ex",1454,482,2,"TA","TA",188,0,0,"None","Normal",12.3480061414188
"649","RL",18450,"Pave","IR1","Norm","Norm",6,5,"Others","BrkCmn",113,"TA","Gd","Others",187,723,111,"TA",1465,915,2,"TA","TA",0,0,0,"None","Abnorml",11.7675676833438
"650","RL",8125,"Pave","Reg","Norm","Norm",6,5,"CompShg","BrkFace",258,"TA","TA","PConc",1138,0,270,"Ex",1679,0,2,"TA","TA",224,0,0,"None","Normal",12.173032791452
"651","RL",14175,"Pave","Reg","Norm","Norm",5,6,"CompShg","None",0,"TA","TA","Others",988,0,200,"Gd",1437,0,2,"TA","TA",304,0,0,"None","Normal",12.0317192583854
"652","RL",11600,"Pave","Reg","Norm","Norm",4,5,"CompShg","None",0,"TA","TA","Others",0,0,700,"Ex",1180,0,1,"TA","Fa",0,0,0,"None","Normal",11.8313791960888
"653","RL",8633,"Pave","Reg","Norm","Norm",6,5,"CompShg","None",0,"Gd","TA","PConc",193,0,545,"Ex",738,738,2,"TA","TA",100,0,0,"None","Normal",12.0639328783691
"654","RH",6629,"Pave","Reg","Artery","Norm",6,6,"CompShg","None",0,"TA","Gd","Others",551,0,121,"TA",697,672,1,"TA","TA",147,0,0,"None","Normal",11.5482926088075
"655","RL",11250,"Pave","IR1","Norm","Norm",6,6,"CompShg","None",0,"Gd","TA","Others",767,0,441,"TA",1208,0,2,"TA","TA",198,0,0,"None","Normal",12.0137007528827
"656","RL",14442,"Pave","Reg","Norm","Norm",6,7,"CompShg","BrkFace",106,"TA","TA","PConc",1186,0,291,"Ex",1839,0,2,"TA","TA",0,200,0,"None","Normal",12.4587749990859
